Type,Datetime,Latitude,Longitude,C_gauge,Off_Day
Fire in Building,2010-07-28,47.613271000000005,-122.344353,RG11,0
Auto Fire Alarm,2010-07-28,47.655813,-122.38338700000001,RG08,0
Auto Fire Alarm,2010-07-28,47.631249,-122.390204,RG12,0
Auto Fire Alarm,2010-07-28,47.605126,-122.33049399999999,RG20_25,0
Auto Fire Alarm,2010-07-28,47.604625,-122.32696999999999,RG20_25,0
Automatic Fire Alarm Resd,2010-07-28,47.669494,-122.30532600000001,RG03,0
Auto Fire Alarm,2010-07-28,47.616894,-122.342546,RG11,0
Auto Fire Alarm,2010-07-28,47.611984,-122.342177,RG11,0
Auto Fire Alarm,2010-07-28,47.641231,-122.28136200000002,RG03,0
Auto Fire Alarm,2010-07-28,47.583976,-122.325974,RG15,0
Auto Fire Alarm,2010-07-28,47.607217999999996,-122.320752,RG20_25,0
Auto Fire Alarm,2010-07-28,47.597305,-122.33419199999999,RG20_25,0
Auto Fire Alarm,2010-07-28,47.643235,-122.349574,RG11,0
Bark Fire,2010-07-28,47.626281,-122.33400800000001,RG11,0
Auto Fire Alarm,2010-07-28,47.608665,-122.329131,RG20_25,0
Auto Fire Alarm,2010-07-28,47.598353,-122.32579299999999,RG20_25,0
Auto Fire Alarm,2010-07-28,47.533328000000004,-122.29846200000001,RG16,0
Auto Fire Alarm,2010-07-28,47.626249,-122.286855,RG20_25,0
Auto Fire Alarm,2010-07-28,47.65682,-122.31211,RG03,0
Auto Fire Alarm,2010-07-28,47.65682,-122.31211,RG03,0
Automatic Fire Alarm False,2010-07-28,47.603733,-122.333825,RG20_25,0
Auto Fire Alarm,2010-07-27,47.640972999999995,-122.398319,RG12,0
Auto Fire Alarm,2010-07-27,47.542466,-122.275011,RG18,0
Auto Fire Alarm,2010-07-27,47.712305,-122.339596,RG01,0
Auto Fire Alarm,2010-07-27,47.691381,-122.31761100000001,RG04,0
Brush Fire,2010-07-27,47.639113,-122.353145,RG11,0
Auto Fire Alarm,2010-07-27,47.612958,-122.337873,RG11,0
Auto Fire Alarm,2010-07-27,47.542466999999995,-122.27466100000001,RG18,0
Car Fire Freeway,2010-07-27,47.606476,-122.32931200000002,RG20_25,0
Auto Fire Alarm,2010-07-27,47.62253,-122.289162,RG20_25,0
Auto Fire Alarm,2010-07-27,47.543361,-122.273425,RG18,0
Auto Fire Alarm,2010-07-27,47.537839,-122.294797,RG18,0
Automatic Fire Alarm Resd,2010-07-27,47.666498,-122.33818400000001,RG09,0
Automatic Fire Alarm False,2010-07-27,47.626249,-122.286855,RG20_25,0
Auto Fire Alarm,2010-07-27,47.628713,-122.33090700000001,RG11,0
Auto Fire Alarm,2010-07-27,47.6227,-122.28582800000001,RG20_25,0
Car Fire,2010-07-27,47.57522,-122.28878300000001,RG18,0
Bark Fire,2010-07-27,47.708602,-122.32458799999999,RG04,0
Brush Fire,2010-07-27,47.690301,-122.306576,RG04,0
Fire in Building,2010-07-27,47.605090000000004,-122.32586,RG20_25,0
Auto Fire Alarm,2010-07-27,47.606268,-122.337677,RG11,0
Auto Fire Alarm,2010-07-27,47.645567,-122.307728,RG03,0
Auto Fire Alarm,2010-07-27,47.553362,-122.313474,RG16,0
Automatic Fire Alarm Resd,2010-07-27,47.513439,-122.25241000000001,RG10_30,0
Auto Fire Alarm,2010-07-27,47.611301,-122.32516399999999,RG20_25,0
Auto Fire Alarm,2010-07-27,47.65682,-122.31211,RG03,0
Bark Fire,2010-07-27,47.625958000000004,-122.33454099999999,RG11,0
Auto Fire Alarm,2010-07-27,47.576994,-122.38671299999999,RG14,0
Car Fire,2010-07-27,47.719382,-122.309104,RG01,0
Automatic Fire Alarm Resd,2010-07-26,47.638294,-122.408657,RG12,0
Auto Fire Alarm,2010-07-26,47.659940999999996,-122.315478,RG03,0
Bark Fire,2010-07-26,47.606518,-122.32716599999999,RG20_25,0
Automatic Fire Alarm Resd,2010-07-26,47.537566,-122.38469199999999,RG05,0
Auto Fire Alarm,2010-07-26,47.571408,-122.291001,RG18,0
Auto Fire Alarm,2010-07-26,47.602114,-122.330809,RG20_25,0
Auto Fire Alarm,2010-07-26,47.604413,-122.329842,RG20_25,0
Auto Fire Alarm,2010-07-26,47.705405,-122.32584299999999,RG04,0
Auto Fire Alarm,2010-07-26,47.624286,-122.326586,RG11,0
Auto Fire Alarm,2010-07-26,47.603733,-122.333825,RG20_25,0
Automatic Fire Alarm Resd,2010-07-26,47.508055,-122.381496,RG05,0
Dumpster Fire,2010-07-26,47.561106,-122.386778,RG14,0
Car Fire,2010-07-26,47.690732000000004,-122.398474,RG07,0
Bark Fire,2010-07-26,47.702577000000005,-122.32851799999999,RG04,0
Car Fire Freeway,2010-07-26,47.632258,-122.324055,RG03,0
Automatic Fire Alarm Resd,2010-07-25,47.535252,-122.371182,RG05,1
Car Fire,2010-07-24,47.546981,-122.30793700000001,RG16,1
Fire in Single Family Res,2010-07-24,47.572856,-122.37708500000001,RG14,1
Automatic Fire Alarm Resd,2010-07-24,47.715423,-122.34018700000001,RG01,1
Auto Fire Alarm,2010-07-24,47.681056,-122.34645400000001,RG09,1
Auto Fire Alarm,2010-07-24,47.708935,-122.32056899999999,RG04,1
Auto Fire Alarm,2010-07-24,47.661667,-122.31198700000002,RG03,1
Auto Fire Alarm,2010-07-24,47.61145,-122.331546,RG20_25,1
Car Fire,2010-07-24,47.627989,-122.35407099999999,RG11,1
Auto Fire Alarm,2010-07-24,47.520114,-122.272516,RG10_30,1
Brush Fire,2010-07-24,47.521684,-122.331965,RG17,1
Brush Fire,2010-07-24,47.52688,-122.333482,RG17,1
Auto Fire Alarm,2010-07-24,47.615689,-122.35240900000001,RG11,1
Auto Fire Alarm,2010-07-24,47.538877,-122.282094,RG18,1
Brush Fire,2010-07-24,47.726464,-122.290907,RG04,1
Brush Fire,2010-07-24,47.553378,-122.306226,RG18,1
Auto Fire Alarm,2010-07-24,47.683251,-122.318584,RG04,1
Auto Fire Alarm,2010-07-24,47.667901,-122.327665,RG03,1
Automatic Fire Alarm Resd,2010-07-24,47.71402,-122.308476,RG04,1
Automatic Fire Alarm Resd,2010-07-24,47.72546,-122.301671,RG01,1
Automatic Fire Alarm Resd,2010-07-23,47.554811,-122.392322,RG14,0
Auto Fire Alarm,2010-07-23,47.611672,-122.33648400000001,RG11,0
Auto Fire Alarm,2010-07-23,47.632356,-122.343433,RG11,0
Auto Fire Alarm,2010-07-23,47.724677,-122.34499299999999,RG01,0
Auto Fire Alarm,2010-07-23,47.553362,-122.313474,RG16,0
Auto Fire Alarm,2010-07-23,47.600803000000006,-122.33596100000001,RG20_25,0
Brush Fire,2010-07-23,47.550734999999996,-122.381689,RG05,0
Auto Fire Alarm,2010-07-23,47.595587,-122.327275,RG20_25,0
Auto Fire Alarm,2010-07-23,47.693931,-122.30552,RG04,0
Rubbish Fire,2010-07-23,47.638866,-122.325893,RG03,0
Auto Fire Alarm,2010-07-23,47.621179999999995,-122.31468500000001,RG20_25,0
Auto Fire Alarm,2010-07-23,47.650265999999995,-122.31051399999998,RG03,0
Auto Fire Alarm,2010-07-23,47.650265999999995,-122.31051399999998,RG03,0
Auto Fire Alarm,2010-07-23,47.588619,-122.38028,RG14,0
Auto Fire Alarm,2010-07-23,47.608928000000006,-122.341647,RG11,0
Automatic Fire Alarm Resd,2010-07-23,47.554811,-122.392322,RG14,0
Car Fire,2010-07-23,47.578438,-122.285385,RG20_25,0
Automatic Fire Alarm Resd,2010-07-23,47.65575,-122.283957,RG03,0
Auto Fire Alarm,2010-07-23,47.679715,-122.29038500000001,RG02,0
Auto Fire Alarm,2010-07-23,47.670171999999994,-122.376604,RG08,0
Dumpster Fire,2010-07-23,47.675785,-122.27845400000001,RG02,0
Auto Fire Alarm,2010-07-22,47.633523,-122.277157,RG03,0
Brush Fire,2010-07-22,47.623286,-122.35933200000001,RG11,0
Dumpster Fire,2010-07-22,47.588421999999994,-122.317276,RG20_25,0
Automatic Fire Alarm Resd,2010-07-22,47.538193,-122.35082299999999,RG17,0
Automatic Fire Alarm Resd,2010-07-22,47.629578,-122.358092,RG11,0
Bark Fire,2010-07-22,47.627221,-122.332799,RG11,0
Bark Fire,2010-07-22,47.648039000000004,-122.335155,RG03,0
Auto Fire Alarm,2010-07-22,47.724677,-122.34499299999999,RG01,0
Fire in Building,2010-07-22,47.6777,-122.386505,RG08,0
Auto Fire Alarm,2010-07-22,47.724677,-122.34499299999999,RG01,0
Automatic Fire Alarm Resd,2010-07-22,47.60617,-122.308849,RG20_25,0
Auto Fire Alarm,2010-07-22,47.608944,-122.33971899999999,RG11,0
Auto Fire Alarm,2010-07-22,47.627396000000005,-122.33978400000001,RG11,0
Auto Fire Alarm,2010-07-22,47.558988,-122.37623400000001,RG15,0
Automatic Fire Alarm Resd,2010-07-22,47.6636,-122.401742,RG08,0
Automatic Fire Alarm False,2010-07-22,47.613556,-122.331974,RG11,0
Auto Fire Alarm,2010-07-22,47.66288,-122.353974,RG09,0
Automatic Fire Alarm Resd,2010-07-22,47.592956,-122.30458200000001,RG20_25,0
Automatic Fire Alarm Resd,2010-07-22,47.619313,-122.28158300000001,RG20_25,0
Auto Fire Alarm,2010-07-22,47.522406,-122.35510900000001,RG17,0
Automatic Fire Alarm Resd,2010-07-21,47.674416,-122.27156299999999,RG02,0
Bark Fire,2010-07-21,47.728673,-122.343492,RG01,0
Fire in Building,2010-07-21,47.624596000000004,-122.347571,RG11,0
Auto Fire Alarm,2010-07-21,47.619121,-122.32086000000001,RG20_25,0
Automatic Fire Alarm Resd,2010-07-21,47.571625,-122.388102,RG14,0
Fire in Building,2010-07-21,47.567611,-122.3708,RG15,0
Auto Fire Alarm,2010-07-21,47.546018,-122.283107,RG18,0
Car Fire Freeway,2010-07-21,47.65745,-122.32215500000001,RG03,0
Brush Fire,2010-07-21,47.627221,-122.332799,RG11,0
Automatic Fire Alarm Resd,2010-07-21,47.60617,-122.308849,RG20_25,0
Automatic Fire Alarm Resd,2010-07-21,47.514536,-122.37319199999999,RG05,0
Auto Fire Alarm,2010-07-21,47.709396999999996,-122.309982,RG04,0
Auto Fire Alarm,2010-07-21,47.610748,-122.338691,RG11,0
Auto Fire Alarm,2010-07-21,47.605452,-122.336931,RG20_25,0
Car Fire Freeway,2010-07-21,47.542027000000004,-122.303649,RG16,0
Automatic Fire Alarm Resd,2010-07-21,47.725193,-122.316801,RG01,0
Automatic Fire Alarm Resd,2010-07-21,47.679408,-122.311851,RG04,0
Automatic Fire Alarm Resd,2010-07-21,47.623866,-122.28433799999999,RG20_25,0
Auto Fire Alarm,2010-07-21,47.593352,-122.334194,RG20_25,0
Auto Fire Alarm,2010-07-21,47.705036,-122.33393000000001,RG04,0
Car Fire,2010-07-21,47.537042,-122.28129299999999,RG18,0
Automatic Fire Alarm False,2010-07-21,47.599185999999996,-122.32766699999999,RG20_25,0
Auto Fire Alarm,2010-07-21,47.617642,-122.287577,RG20_25,0
Auto Fire Alarm,2010-07-21,47.661286,-122.30838100000001,RG03,0
Auto Fire Alarm,2010-07-21,47.617952,-122.338385,RG11,0
Automatic Fire Alarm Resd,2010-07-21,47.564744,-122.297597,RG18,0
Vault Fire (Electrical),2010-07-20,47.620936,-122.355434,RG11,0
Automatic Fire Alarm Resd,2010-07-20,47.647825,-122.319694,RG03,0
Car Fire,2010-07-20,47.542840999999996,-122.372272,RG05,0
Automatic Fire Alarm False,2010-07-20,47.661806,-122.30465600000001,RG03,0
Auto Fire Alarm,2010-07-20,47.560967,-122.33943899999998,RG15,0
Auto Fire Alarm,2010-07-20,47.618801,-122.31143200000001,RG20_25,0
Fire in Single Family Res,2010-07-20,47.62519,-122.301146,RG20_25,0
Car Fire,2010-07-20,47.596603,-122.28779499999999,RG20_25,0
Auto Fire Alarm,2010-07-20,47.610972,-122.340465,RG11,0
Automatic Fire Alarm Resd,2010-07-20,47.647825,-122.319694,RG03,0
Auto Fire Alarm,2010-07-20,47.661386,-122.338885,RG09,0
Auto Fire Alarm,2010-07-20,47.522406,-122.35510900000001,RG17,0
Auto Fire Alarm,2010-07-20,47.652592999999996,-122.303073,RG03,0
Auto Fire Alarm,2010-07-20,47.667885,-122.370903,RG09,0
Auto Fire Alarm,2010-07-20,47.535371999999995,-122.31501200000001,RG16,0
Auto Fire Alarm,2010-07-20,47.697866999999995,-122.36701599999999,RG07,0
Automatic Fire Alarm Resd,2010-07-20,47.672709999999995,-122.30651,RG03,0
Auto Fire Alarm,2010-07-20,47.608444,-122.33199499999999,RG20_25,0
Auto Fire Alarm,2010-07-20,47.609088,-122.33045700000001,RG20_25,0
Automatic Fire Alarm Resd,2010-07-20,47.546765,-122.26988899999999,RG18,0
Rubbish Fire,2010-07-20,47.66789,-122.373589,RG09,0
Brush Fire,2010-07-20,47.674273,-122.26352,RG02,0
Bark Fire,2010-07-20,47.554149,-122.306215,RG18,0
Brush Fire,2010-07-20,47.561142,-122.381459,RG14,0
Auto Fire Alarm,2010-07-20,47.52101,-122.269997,RG10_30,0
Auto Fire Alarm,2010-07-20,47.60739,-122.33256399999999,RG20_25,0
Auto Fire Alarm,2010-07-20,47.561849,-122.310818,RG18,0
Auto Fire Alarm,2010-07-20,47.628049,-122.34345900000001,RG11,0
Auto Fire Alarm,2010-07-20,47.620061,-122.34108400000001,RG11,0
Auto Fire Alarm,2010-07-20,47.603588,-122.322949,RG20_25,0
Automatic Fire Alarm Resd,2010-07-20,47.637242,-122.31727,RG03,0
Auto Fire Alarm,2010-07-20,47.567291,-122.32933200000001,RG15,0
Automatic Fire Alarm False,2010-07-20,47.696040999999994,-122.359379,RG07,0
Fire in Building,2010-07-19,47.69636,-122.344591,RG04,0
Auto Fire Alarm,2010-07-19,47.605126,-122.33049399999999,RG20_25,0
Auto Fire Alarm,2010-07-19,47.626284999999996,-122.348596,RG11,0
Auto Fire Alarm,2010-07-19,47.611726000000004,-122.34703600000002,RG11,0
Car Fire,2010-07-19,47.523892,-122.314927,RG16,0
Auto Fire Alarm,2010-07-19,47.706969,-122.296231,RG04,0
Auto Fire Alarm,2010-07-19,47.611425,-122.32076,RG20_25,0
Auto Fire Alarm,2010-07-19,47.589985999999996,-122.318105,RG20_25,0
Auto Fire Alarm,2010-07-19,47.533081,-122.311224,RG16,0
Auto Fire Alarm,2010-07-19,47.576894,-122.3214,RG15,0
Auto Fire Alarm,2010-07-19,47.622219,-122.33043,RG11,0
Auto Fire Alarm,2010-07-19,47.607607,-122.34043799999999,RG11,0
Bark Fire,2010-07-19,47.616824,-122.35746100000001,RG11,0
Automatic Fire Alarm False,2010-07-18,47.654136,-122.373602,RG09,1
Automatic Fire Alarm Resd,2010-07-18,47.675906,-122.392997,RG08,1
Bark Fire,2010-07-18,47.708594,-122.323275,RG04,1
Automatic Fire Alarm Resd,2010-07-18,47.638753,-122.307272,RG03,1
Auto Fire Alarm,2010-07-18,47.622432,-122.34106299999999,RG11,1
Auto Fire Alarm,2010-07-18,47.608693,-122.333757,RG20_25,1
Bark Fire,2010-07-18,47.560472999999995,-122.286799,RG18,1
Auto Fire Alarm,2010-07-18,47.661277,-122.31428600000001,RG03,1
Auto Fire Alarm,2010-07-18,47.625371,-122.32238000000001,RG11,1
Automatic Fire Alarm Resd,2010-07-18,47.575823,-122.404478,RG14,1
Auto Fire Alarm,2010-07-18,47.576894,-122.3214,RG15,1
Brush Fire,2010-07-18,47.523307,-122.26998600000002,RG10_30,1
Automatic Fire Alarm False,2010-07-18,47.66879,-122.31188300000001,RG03,1
Auto Fire Alarm,2010-07-18,47.725512,-122.342299,RG01,1
Auto Fire Alarm,2010-07-18,47.601718,-122.331581,RG20_25,1
Bark Fire,2010-07-18,47.691866,-122.40021399999999,RG07,1
Auto Fire Alarm,2010-07-18,47.553362,-122.313474,RG16,1
Car Fire,2010-07-18,47.604161,-122.328079,RG20_25,1
Automatic Fire Alarm Resd,2010-07-18,47.647825,-122.319694,RG03,1
Auto Fire Alarm,2010-07-18,47.65682,-122.31211,RG03,1
Auto Fire Alarm,2010-07-18,47.614557,-122.352479,RG11,1
Auto Fire Alarm,2010-07-18,47.563401,-122.33943799999999,RG15,1
Automatic Fire Alarm Resd,2010-07-18,47.508128,-122.381496,RG05,1
Automatic Fire Alarm Resd,2010-07-18,47.659177,-122.29011000000001,RG03,1
Auto Fire Alarm,2010-07-18,47.609088,-122.33045700000001,RG20_25,1
Bark Fire,2010-07-18,47.723086,-122.30727399999999,RG01,1
Car Fire,2010-07-18,47.690563,-122.344522,RG04,1
Rubbish Fire,2010-07-18,47.627148999999996,-122.343651,RG11,1
Rubbish Fire,2010-07-18,47.61651,-122.320819,RG20_25,1
Auto Fire Alarm,2010-07-18,47.70316,-122.325827,RG04,1
Automatic Fire Alarm False,2010-07-17,47.60368,-122.31810300000001,RG20_25,1
Auto Fire Alarm,2010-07-17,47.585939,-122.325975,RG20_25,1
Automatic Fire Alarm False,2010-07-17,47.681841,-122.376775,RG07,1
Auto Fire Alarm,2010-07-17,47.585939,-122.325975,RG20_25,1
Auto Fire Alarm,2010-07-17,47.608434,-122.338125,RG11,1
Automatic Fire Alarm Resd,2010-07-17,47.633767,-122.281117,RG03,1
Automatic Fire Alarm Resd,2010-07-17,47.677331,-122.393197,RG08,1
Car Fire,2010-07-17,47.558411,-122.317149,RG15,1
Auto Fire Alarm,2010-07-17,47.613011,-122.326948,RG20_25,1
Automatic Fire Alarm False,2010-07-17,47.719968,-122.35553999999999,RG01,1
Automatic Fire Alarm False,2010-07-17,47.661556,-122.30724099999999,RG03,1
Dumpster Fire,2010-07-17,47.631304,-122.356862,RG11,1
Rubbish Fire,2010-07-17,47.683716,-122.33431999999999,RG04,1
Auto Fire Alarm,2010-07-17,47.633482,-122.284054,RG03,1
Auto Fire Alarm,2010-07-17,47.586169,-122.32578799999999,RG20_25,1
Auto Fire Alarm,2010-07-17,47.608624,-122.324487,RG20_25,1
Auto Fire Alarm,2010-07-17,47.70316,-122.325827,RG04,1
Automatic Fire Alarm Resd,2010-07-17,47.537348,-122.36866100000002,RG05,1
Automatic Fire Alarm Resd,2010-07-17,47.602103,-122.288754,RG20_25,1
Auto Fire Alarm,2010-07-17,47.560302,-122.288821,RG18,1
Automatic Fire Alarm Resd,2010-07-17,47.710202,-122.28356699999999,RG04,1
Automatic Fire Alarm Resd,2010-07-17,47.632329,-122.365796,RG11,1
Auto Fire Alarm,2010-07-17,47.609994,-122.346301,RG11,1
Auto Fire Alarm,2010-07-17,47.611425,-122.32076,RG20_25,1
Bark Fire,2010-07-16,47.614127,-122.308854,RG20_25,0
Auto Fire Alarm,2010-07-16,47.608621,-122.320756,RG20_25,0
Auto Fire Alarm,2010-07-16,47.650265999999995,-122.31051399999998,RG03,0
Auto Fire Alarm,2010-07-16,47.535371999999995,-122.31501200000001,RG16,0
Automatic Fire Alarm Resd,2010-07-16,47.516110999999995,-122.254167,RG10_30,0
Auto Fire Alarm,2010-07-16,47.655305,-122.307943,RG03,0
Auto Fire Alarm,2010-07-16,47.562498,-122.363332,RG15,0
Auto Fire Alarm,2010-07-16,47.553362,-122.313474,RG16,0
Auto Fire Alarm,2010-07-16,47.602742,-122.305039,RG20_25,0
Auto Fire Alarm,2010-07-16,47.619683,-122.33519799999999,RG11,0
Automatic Fire Alarm Resd,2010-07-16,47.538267,-122.266557,RG10_30,0
Bark Fire,2010-07-16,47.658213,-122.320843,RG03,0
Automatic Fire Alarm Resd,2010-07-16,47.671869,-122.357372,RG09,0
Car Fire,2010-07-16,47.610267,-122.32291799999999,RG20_25,0
Auto Fire Alarm,2010-07-16,47.719601000000004,-122.355539,RG01,0
Automatic Fire Alarm Resd,2010-07-16,47.645565000000005,-122.30683799999998,RG03,0
Auto Fire Alarm,2010-07-16,47.676516,-122.313014,RG04,0
Automatic Fire Alarm Resd,2010-07-16,47.572432,-122.28883300000001,RG18,0
Fire in Building,2010-07-16,47.617893,-122.326125,RG20_25,0
Automatic Fire Alarm Resd,2010-07-16,47.506469,-122.38391499999999,RG05,0
Auto Fire Alarm,2010-07-15,47.696040999999994,-122.359379,RG07,0
Automatic Fire Alarm False,2010-07-15,47.650265999999995,-122.31051399999998,RG03,0
Auto Fire Alarm,2010-07-15,47.606528000000004,-122.336381,RG20_25,0
Auto Fire Alarm,2010-07-15,47.621113,-122.35804399999999,RG11,0
Auto Fire Alarm,2010-07-15,47.613063000000004,-122.340033,RG11,0
Auto Fire Alarm,2010-07-15,47.723436,-122.355547,RG01,0
Auto Fire Alarm,2010-07-15,47.730748999999996,-122.328874,RG01,0
Automatic Fire Alarm Resd,2010-07-15,47.696028000000005,-122.28268700000001,RG02,0
Auto Fire Alarm,2010-07-15,47.662504999999996,-122.30546499999998,RG03,0
Auto Fire Alarm,2010-07-15,47.599269,-122.30412,RG20_25,0
Auto Fire Alarm,2010-07-15,47.618497,-122.327854,RG11,0
Auto Fire Alarm,2010-07-15,47.650742,-122.30800900000001,RG03,0
Car Fire,2010-07-15,47.538315000000004,-122.334445,RG16,0
Auto Fire Alarm,2010-07-15,47.616451,-122.314031,RG20_25,0
Automatic Fire Alarm False,2010-07-15,47.662504999999996,-122.30546499999998,RG03,0
Auto Fire Alarm,2010-07-15,47.607945,-122.328471,RG20_25,0
Automatic Fire Alarm Resd,2010-07-15,47.529828,-122.32468,RG16,0
Bark Fire,2010-07-15,47.722732,-122.29198799999999,RG04,0
Fire in Single Family Res,2010-07-15,47.537063,-122.27533999999999,RG10_30,0
Automatic Fire Alarm Resd,2010-07-15,47.566377,-122.389449,RG14,0
Automatic Fire Alarm False,2010-07-15,47.606528000000004,-122.336381,RG20_25,0
Auto Fire Alarm,2010-07-15,47.652037,-122.31056699999999,RG03,0
Auto Fire Alarm,2010-07-15,47.618801,-122.31143200000001,RG20_25,0
Auto Fire Alarm,2010-07-15,47.601718,-122.331581,RG20_25,0
Auto Fire Alarm,2010-07-15,47.611678999999995,-122.31543700000002,RG20_25,0
Auto Fire Alarm,2010-07-15,47.661806,-122.30465600000001,RG03,0
Rubbish Fire,2010-07-15,47.668547,-122.313018,RG03,0
Fire in Single Family Res,2010-07-15,47.562971000000005,-122.39346,RG14,0
Auto Fire Alarm,2010-07-15,47.698678,-122.33505,RG04,0
Bark Fire,2010-07-15,47.694906,-122.343948,RG04,0
Bark Fire,2010-07-15,47.610614,-122.332447,RG20_25,0
"Hang-Up, Fire",2010-07-15,47.532627000000005,-122.274521,RG10_30,0
Auto Fire Alarm,2010-07-15,47.698678,-122.33505,RG04,0
Auto Fire Alarm,2010-07-15,47.618668,-122.34500600000001,RG11,0
Automatic Fire Alarm Resd,2010-07-15,47.602103,-122.288754,RG20_25,0
Auto Fire Alarm,2010-07-14,47.650265999999995,-122.31051399999998,RG03,0
Auto Fire Alarm,2010-07-14,47.650265999999995,-122.31051399999998,RG03,0
Auto Fire Alarm,2010-07-14,47.667978000000005,-122.30061599999999,RG03,0
Fire in Single Family Res,2010-07-14,47.688719,-122.311122,RG04,0
Automatic Fire Alarm Resd,2010-07-14,47.718148,-122.366345,RG01,0
Auto Fire Alarm,2010-07-14,47.599233,-122.31013899999999,RG20_25,0
Auto Fire Alarm,2010-07-14,47.663234,-122.315261,RG03,0
Automatic Fire Alarm Resd,2010-07-14,47.615256,-122.28704599999999,RG20_25,0
Auto Fire Alarm,2010-07-14,47.623416,-122.326594,RG11,0
Auto Fire Alarm,2010-07-14,47.576994,-122.38671299999999,RG14,0
Automatic Fire Alarm Resd,2010-07-14,47.538267,-122.266557,RG10_30,0
Fire in Single Family Res,2010-07-14,47.64658,-122.384949,RG12,0
Automatic Fire Alarm Resd,2010-07-14,47.685386,-122.267164,RG02,0
Auto Fire Alarm,2010-07-14,47.696040999999994,-122.359379,RG07,0
Brush Fire W/Exp.,2010-07-14,47.705341,-122.360768,RG07,0
Auto Fire Alarm,2010-07-14,47.708576,-122.320315,RG04,0
Auto Fire Alarm,2010-07-14,47.653995,-122.32341399999999,RG03,0
Bark Fire,2010-07-14,47.73104,-122.34776399999998,RG01,0
Auto Fire Alarm,2010-07-14,47.725512,-122.342299,RG01,0
Automatic Fire Alarm Resd,2010-07-14,47.570957,-122.41071000000001,RG14,0
Auto Fire Alarm,2010-07-14,47.623336,-122.33583700000001,RG11,0
Automatic Fire Alarm Resd,2010-07-14,47.698352,-122.29055,RG04,0
Tranformer Fire,2010-07-14,47.530059,-122.33486599999999,RG17,0
Auto Fire Alarm,2010-07-14,47.589495,-122.394135,RG14,0
Auto Fire Alarm,2010-07-14,47.623416,-122.326594,RG11,0
Rubbish Fire,2010-07-14,47.610743,-122.338702,RG11,0
Auto Fire Alarm,2010-07-14,47.658412,-122.27889499999999,RG03,0
Auto Fire Alarm,2010-07-14,47.655305,-122.307943,RG03,0
Car Fire,2010-07-14,47.553823,-122.38176599999998,RG15,0
Auto Fire Alarm,2010-07-14,47.696040999999994,-122.359379,RG07,0
Automatic Fire Alarm Resd,2010-07-14,47.70114,-122.29533300000001,RG04,0
Automatic Fire Alarm Resd,2010-07-14,47.670342,-122.27391000000001,RG02,0
Brush Fire,2010-07-14,47.562090000000005,-122.290995,RG18,0
Bark Fire,2010-07-14,47.658015999999996,-122.34231499999999,RG09,0
Car Fire,2010-07-14,47.600873,-122.32766000000001,RG20_25,0
Auto Fire Alarm,2010-07-14,47.613069,-122.333142,RG11,0
Automatic Fire Alarm Resd,2010-07-14,47.685021,-122.39936399999999,RG08,0
Fire in Building,2010-07-14,47.554123,-122.32654199999999,RG15,0
Fire in Single Family Res,2010-07-13,47.659046000000004,-122.35101599999999,RG09,0
Auto Fire Alarm,2010-07-13,47.620951,-122.359349,RG11,0
Auto Fire Alarm,2010-07-13,47.65682,-122.31211,RG03,0
Auto Fire Alarm,2010-07-13,47.647779,-122.340548,RG03,0
Auto Fire Alarm,2010-07-13,47.623336,-122.33583700000001,RG11,0
Auto Fire Alarm,2010-07-13,47.604413,-122.329842,RG20_25,0
Automatic Fire Alarm False,2010-07-13,47.624272,-122.32303999999999,RG11,0
Automatic Fire Alarm Resd,2010-07-13,47.719954,-122.35031799999999,RG01,0
Automatic Fire Alarm Resd,2010-07-13,47.566377,-122.389449,RG14,0
Fire in Building,2010-07-13,47.598356,-122.32761799999999,RG20_25,0
Auto Fire Alarm,2010-07-13,47.614086,-122.33403999999999,RG11,0
Auto Fire Alarm,2010-07-13,47.621239,-122.35673600000001,RG11,0
Automatic Fire Alarm Resd,2010-07-13,47.548484,-122.268502,RG18,0
Auto Fire Alarm,2010-07-13,47.608444,-122.33199499999999,RG20_25,0
Brush Fire,2010-07-13,47.513653000000005,-122.28813799999999,RG10_30,0
Auto Fire Alarm,2010-07-13,47.65682,-122.31211,RG03,0
Auto Fire Alarm,2010-07-13,47.708576,-122.320315,RG04,0
Automatic Fire Alarm Resd,2010-07-13,47.566377,-122.389449,RG14,0
Auto Fire Alarm,2010-07-13,47.708576,-122.320315,RG04,0
Auto Fire Alarm,2010-07-13,47.668679,-122.387576,RG08,0
Auto Fire Alarm,2010-07-13,47.637415999999995,-122.355598,RG11,0
Auto Fire Alarm,2010-07-13,47.637415999999995,-122.355598,RG11,0
Auto Fire Alarm,2010-07-13,47.648059,-122.33939199999999,RG03,0
Fire in Single Family Res,2010-07-13,47.601946999999996,-122.307658,RG20_25,0
Car Fire,2010-07-13,47.546057,-122.28563100000001,RG18,0
Auto Fire Alarm,2010-07-13,47.616403000000005,-122.330069,RG11,0
Auto Fire Alarm,2010-07-13,47.616443,-122.310151,RG20_25,0
Automatic Fire Alarm Resd,2010-07-13,47.716347,-122.366308,RG01,0
Auto Fire Alarm,2010-07-13,47.603588,-122.322949,RG20_25,0
Automatic Fire Alarm Resd,2010-07-13,47.523922999999996,-122.325303,RG17,0
Automatic Fire Alarm False,2010-07-12,47.6042,-122.32351000000001,RG20_25,0
